task_id,amount_due,days_overdue,risk_score,customer_segment,entry_date
T0166,217.63,152,557,SME,2025-07-09
T0241,305.59,152,819,SME,2025-07-09
T0293,199.57,152,491,Corporate,2025-07-09
T0499,348.42,152,589,Corporate,2025-07-09
T0634,184.25,152,677,Retail,2025-07-09
T0683,125.44,152,421,Retail,2025-07-09
T0739,271.52,152,381,SME,2025-07-09
T1582,289.96,152,730,Corporate,2025-07-09
T1594,199.42,152,474,SME,2025-07-09
T1763,305.1,152,326,SME,2025-07-09
T2012,939.11,152,503,Retail,2025-07-09
T2168,185.94,152,431,SME,2025-07-09
T2305,37.99,152,717,SME,2025-07-09
T2473,548.84,152,304,Retail,2025-07-09
T2746,568.68,152,559,Corporate,2025-07-09
T2878,498.95,152,301,Retail,2025-07-09
T3054,256.41,152,419,Corporate,2025-07-09
T3086,541.25,152,426,Retail,2025-07-09
T3092,270.31,152,746,SME,2025-07-09
T3444,769.29,152,659,Corporate,2025-07-09
T3552,812.81,152,624,Retail,2025-07-09
T3624,1014.09,152,668,Retail,2025-07-09
T3771,96.96,152,568,Retail,2025-07-09
T4144,102.34,152,665,SME,2025-07-09
T4270,88.77,152,521,SME,2025-07-09
T4483,88.43,152,810,SME,2025-07-09
T4587,505.3,152,526,Retail,2025-07-09
T4720,168.19,152,498,Corporate,2025-07-09
T4953,175.56,152,716,Retail,2025-07-09
T4976,238.08,152,589,Corporate,2025-07-09
T0020,32.87,151,518,Corporate,2025-07-10
T0165,207.6,151,425,Retail,2025-07-10
T0583,225.15,151,381,Corporate,2025-07-10
T1058,342.73,151,644,Corporate,2025-07-10
T1312,418.84,151,336,Retail,2025-07-10
T1617,297.92,151,599,SME,2025-07-10
T1768,106.15,151,818,SME,2025-07-10
T2201,1919.57,151,514,Corporate,2025-07-10
T2385,431.17,151,568,SME,2025-07-10
T2404,377.68,151,545,Retail,2025-07-10
T2496,218.44,151,755,SME,2025-07-10
T2777,514.16,151,433,Corporate,2025-07-10
T2838,628.94,151,411,Retail,2025-07-10
T3152,106.22,151,337,SME,2025-07-10
T3244,252.18,151,327,SME,2025-07-10
T3548,23.47,151,747,Corporate,2025-07-10
T3551,82.07,151,479,SME,2025-07-10
T4520,615.19,151,311,Retail,2025-07-10
T4551,282.39,151,666,Corporate,2025-07-10
T4588,40.04,151,349,SME,2025-07-10
T4644,122.29,151,522,SME,2025-07-10
T0063,172.28,150,595,SME,2025-07-11
T0461,205.08,150,537,SME,2025-07-11
T0523,833.94,150,767,Retail,2025-07-11
T0984,1603.39,150,606,Corporate,2025-07-11
T1268,631.73,150,420,Retail,2025-07-11
T1322,299.89,150,602,Corporate,2025-07-11
T1683,129.9,150,710,SME,2025-07-11
T1952,104.72,150,555,SME,2025-07-11
T2070,301.99,150,429,Retail,2025-07-11
T2160,529.93,150,546,Corporate,2025-07-11
T2193,362.02,150,597,Retail,2025-07-11
T2837,702.67,150,422,Corporate,2025-07-11
T3075,526.97,150,512,Retail,2025-07-11
T3111,371.93,150,578,SME,2025-07-11
T3797,138.16,150,552,Retail,2025-07-11
T4051,357.11,150,623,Corporate,2025-07-11
T4265,40.64,150,601,Corporate,2025-07-11
T4392,1432.8,150,776,SME,2025-07-11
T4605,390.57,150,776,Retail,2025-07-11
T4627,113.02,150,840,SME,2025-07-11
T4704,278.87,150,850,Corporate,2025-07-11
T0197,463.0,149,667,Retail,2025-07-12
T1552,163.47,149,628,SME,2025-07-12
T2184,803.87,149,511,Corporate,2025-07-12
T2570,132.9,149,530,SME,2025-07-12
T4210,146.83,149,735,SME,2025-07-12
T2757,1752.43,148,815,SME,2025-07-13
T0027,289.18,147,374,SME,2025-07-14
T0154,132.05,147,770,SME,2025-07-14
T0186,363.0,147,848,SME,2025-07-14
T0370,305.11,147,782,Corporate,2025-07-14
T0439,118.06,147,479,Corporate,2025-07-14
T0441,117.42,147,321,Retail,2025-07-14
T0624,66.71,147,744,SME,2025-07-14
T0706,79.62,147,746,Retail,2025-07-14
T0847,290.46,147,420,Retail,2025-07-14
T1176,343.01,147,440,Retail,2025-07-14
T1284,265.91,147,641,Corporate,2025-07-14
T1391,270.76,147,786,SME,2025-07-14
T1496,416.82,147,467,SME,2025-07-14
T1533,170.67,147,600,SME,2025-07-14
T1680,1218.27,147,401,Corporate,2025-07-14
T1836,299.87,147,315,SME,2025-07-14
T1864,313.64,147,461,SME,2025-07-14
T1933,61.77,147,315,Retail,2025-07-14
T1962,131.0,147,492,SME,2025-07-14
T1984,77.21,147,372,Corporate,2025-07-14
T2136,145.95,147,412,Retail,2025-07-14
T2147,185.69,147,552,SME,2025-07-14
T2447,1000.86,147,422,SME,2025-07-14
T2484,56.05,147,601,SME,2025-07-14
T2586,412.01,147,841,Corporate,2025-07-14
T2591,213.49,147,649,SME,2025-07-14
T2602,1825.57,147,587,Corporate,2025-07-14
T2695,77.55,147,366,Corporate,2025-07-14
T2795,489.96,147,500,SME,2025-07-14
T2930,388.71,147,335,Corporate,2025-07-14
T3029,265.83,147,749,SME,2025-07-14
T3121,326.03,147,720,SME,2025-07-14
T3218,44.88,147,682,Retail,2025-07-14
T4254,352.68,147,393,Corporate,2025-07-14
T4292,55.21,147,380,Retail,2025-07-14
T4352,180.06,147,762,Retail,2025-07-14
T4407,524.8,147,728,Retail,2025-07-14
T4432,1365.31,147,790,Retail,2025-07-14
T4584,343.75,147,663,SME,2025-07-14
T4940,952.65,147,404,SME,2025-07-14
T4966,587.34,147,346,Corporate,2025-07-14
T0079,497.7,146,341,Corporate,2025-07-15
T0365,989.34,146,465,Corporate,2025-07-15
T0564,886.6,146,635,SME,2025-07-15
T0753,795.73,146,543,Corporate,2025-07-15
T0824,1989.52,146,327,Retail,2025-07-15
T0942,197.05,146,766,Retail,2025-07-15
T1207,217.91,146,576,Corporate,2025-07-15
T1430,230.35,146,572,Retail,2025-07-15
T1623,190.51,146,514,Corporate,2025-07-15
T2024,200.73,146,745,SME,2025-07-15
T2657,384.07,146,621,Corporate,2025-07-15
T3332,761.1,146,471,SME,2025-07-15
T3582,1263.61,146,680,SME,2025-07-15
T3889,169.22,146,508,Retail,2025-07-15
T4012,326.39,146,356,SME,2025-07-15
T4863,103.56,146,538,Corporate,2025-07-15
T4916,494.02,146,549,Corporate,2025-07-15
T4938,127.19,146,746,SME,2025-07-15
T0192,148.41,145,341,Retail,2025-07-16
T0524,111.39,145,569,Retail,2025-07-16
T0527,169.2,145,412,Corporate,2025-07-16
T0591,3195.52,145,535,Retail,2025-07-16
T0648,1122.4,145,346,SME,2025-07-16
T1305,126.19,145,326,SME,2025-07-16
T1398,575.67,145,602,SME,2025-07-16
T1503,71.52,145,512,Retail,2025-07-16
T1716,459.27,145,555,SME,2025-07-16
T1905,552.28,145,518,Corporate,2025-07-16
T1992,57.82,145,493,Retail,2025-07-16
T2249,1010.13,145,679,Corporate,2025-07-16
T2365,626.3,145,447,Corporate,2025-07-16
T2581,259.46,145,377,Corporate,2025-07-16
T3141,50.59,145,569,Retail,2025-07-16
T3653,742.86,145,518,SME,2025-07-16
T3687,148.98,145,821,Corporate,2025-07-16
T3731,308.11,145,449,SME,2025-07-16
T3782,105.23,145,655,SME,2025-07-16
T4064,795.86,145,654,Retail,2025-07-16
T4803,27.58,145,732,Corporate,2025-07-16
T4922,89.04,145,579,Retail,2025-07-16
T0010,362.6,144,581,SME,2025-07-17
T0054,47.48,144,336,Retail,2025-07-17
T0392,480.77,144,604,SME,2025-07-17
T0542,19.17,144,615,SME,2025-07-17
T0715,57.77,144,330,Corporate,2025-07-17
T0931,913.11,144,554,SME,2025-07-17
T1004,112.78,144,835,Corporate,2025-07-17
T1066,144.78,144,706,Retail,2025-07-17
T1420,1158.87,144,528,Retail,2025-07-17
T1500,492.49,144,454,Retail,2025-07-17
T1518,455.14,144,641,Retail,2025-07-17
T1531,25.9,144,833,Retail,2025-07-17
T1641,1182.76,144,408,Retail,2025-07-17
T1975,101.87,144,679,Corporate,2025-07-17
T2787,324.71,144,488,SME,2025-07-17
T3034,87.84,144,365,Corporate,2025-07-17
T3076,455.25,144,438,SME,2025-07-17
T3164,194.39,144,500,SME,2025-07-17
T3368,732.65,144,345,Retail,2025-07-17
T3462,21.96,144,616,Corporate,2025-07-17
T4655,299.85,144,398,Retail,2025-07-17
T4903,813.28,144,458,SME,2025-07-17
T0178,490.72,143,516,Corporate,2025-07-18
T0193,572.54,143,428,Corporate,2025-07-18
T0638,194.77,143,319,Corporate,2025-07-18
T0672,260.32,143,642,Retail,2025-07-18
T0818,1437.56,143,463,Corporate,2025-07-18
T0892,267.31,143,366,Retail,2025-07-18
T1070,548.49,143,745,Retail,2025-07-18
T1194,667.97,143,368,Retail,2025-07-18
T1766,1719.86,143,674,Retail,2025-07-18
T1939,381.19,143,548,Corporate,2025-07-18
T2032,435.42,143,765,Corporate,2025-07-18
T2112,120.28,143,779,Retail,2025-07-18
T2329,109.94,143,662,Retail,2025-07-18
T2332,1919.09,143,454,Corporate,2025-07-18
T2360,27.0,143,312,SME,2025-07-18
T3024,86.82,143,844,Retail,2025-07-18
T3133,98.45,143,323,Corporate,2025-07-18
T3184,753.01,143,586,Corporate,2025-07-18
T3789,576.84,143,576,Retail,2025-07-18
T3862,100.55,143,825,Corporate,2025-07-18
T4047,98.87,143,683,Corporate,2025-07-18
T4098,140.9,143,743,Retail,2025-07-18
T4181,75.7,143,730,Retail,2025-07-18
T4245,50.89,143,455,Retail,2025-07-18
T4282,249.44,143,355,Retail,2025-07-18
T4579,212.87,143,698,Corporate,2025-07-18
T1373,283.65,142,817,Retail,2025-07-19
T1754,389.37,142,796,Retail,2025-07-19
T2628,258.31,142,825,Retail,2025-07-19
T2824,1790.1,142,525,Retail,2025-07-19
T4103,253.72,142,604,SME,2025-07-19
T4696,61.44,142,597,SME,2025-07-19
T4715,619.2,142,461,Retail,2025-07-19
T0254,119.71,141,753,SME,2025-07-20
T1950,1394.39,141,753,Retail,2025-07-20
T4851,892.47,141,309,Corporate,2025-07-20
T0101,115.54,140,303,Corporate,2025-07-21
T0211,398.93,140,575,SME,2025-07-21
T0316,349.93,140,631,SME,2025-07-21
T0443,370.65,140,539,SME,2025-07-21
T0805,3651.99,140,488,Corporate,2025-07-21
T1016,194.65,140,769,Retail,2025-07-21
T1203,1400.5,140,387,Corporate,2025-07-21
T1438,1509.86,140,697,SME,2025-07-21
T1470,81.71,140,801,Retail,2025-07-21
T1590,98.57,140,674,Corporate,2025-07-21
T1650,445.61,140,495,Retail,2025-07-21
T2089,336.66,140,335,Retail,2025-07-21
T2665,384.97,140,624,Retail,2025-07-21
T2875,131.75,140,607,Retail,2025-07-21
T2901,293.8,140,409,Retail,2025-07-21
T3211,96.21,140,501,Corporate,2025-07-21
T3555,290.05,140,539,SME,2025-07-21
T3661,87.74,140,812,SME,2025-07-21
T3748,196.88,140,717,SME,2025-07-21
T3826,120.78,140,822,Corporate,2025-07-21
T3868,371.69,140,350,Retail,2025-07-21
T3993,297.27,140,549,Retail,2025-07-21
T4053,366.39,140,406,Corporate,2025-07-21
T4175,139.39,140,669,Retail,2025-07-21
T4322,105.53,140,446,Retail,2025-07-21
T4350,521.51,140,773,SME,2025-07-21
T4405,102.87,140,511,Retail,2025-07-21
T4548,94.12,140,312,Retail,2025-07-21
T4725,193.36,140,695,Corporate,2025-07-21
T4800,240.86,140,648,Retail,2025-07-21
T4875,6265.62,140,772,SME,2025-07-21
T0078,135.5,139,574,Corporate,2025-07-22
T0146,176.99,139,777,Corporate,2025-07-22
T0217,504.07,139,655,Retail,2025-07-22
T0342,88.68,139,823,Corporate,2025-07-22
T0368,2573.68,139,438,Retail,2025-07-22
T0424,1046.03,139,601,SME,2025-07-22
T0576,178.99,139,598,Corporate,2025-07-22
T0832,453.39,139,528,Corporate,2025-07-22
T1221,107.81,139,559,Corporate,2025-07-22
T1509,58.91,139,608,Corporate,2025-07-22
T1547,310.59,139,745,SME,2025-07-22
T1785,57.86,139,527,SME,2025-07-22
T1791,920.97,139,552,Retail,2025-07-22
T2331,112.68,139,444,SME,2025-07-22
T2343,153.88,139,770,SME,2025-07-22
T2483,213.21,139,623,SME,2025-07-22
T2883,888.14,139,363,SME,2025-07-22
T3091,57.82,139,678,SME,2025-07-22
T3130,288.13,139,480,Corporate,2025-07-22
T3278,206.12,139,617,Corporate,2025-07-22
T3488,139.31,139,624,SME,2025-07-22
T3507,633.71,139,580,SME,2025-07-22
T3769,880.06,139,700,Corporate,2025-07-22
T3944,2772.14,139,823,Corporate,2025-07-22
T4030,462.56,139,802,Corporate,2025-07-22
T4122,936.38,139,346,Corporate,2025-07-22
T4238,121.63,139,778,SME,2025-07-22
T4276,47.99,139,631,Corporate,2025-07-22
T4300,556.08,139,341,SME,2025-07-22
T4373,278.51,139,499,SME,2025-07-22
T4425,84.48,139,488,Corporate,2025-07-22
T4673,175.45,139,303,Retail,2025-07-22
T4802,43.99,139,418,Retail,2025-07-22
T4949,210.03,139,468,SME,2025-07-22
T4961,50.18,139,817,Corporate,2025-07-22
T0444,144.22,138,531,Retail,2025-07-23
T0756,375.05,138,641,Retail,2025-07-23
T1173,52.26,138,441,SME,2025-07-23
T1513,144.78,138,432,Corporate,2025-07-23
T1822,214.49,138,810,Corporate,2025-07-23
T1823,125.57,138,616,SME,2025-07-23
T1912,204.72,138,611,SME,2025-07-23
T1932,90.46,138,611,SME,2025-07-23
T2023,222.29,138,365,Retail,2025-07-23
T2084,160.81,138,352,Retail,2025-07-23
T2258,970.04,138,507,Retail,2025-07-23
T2858,280.2,138,601,SME,2025-07-23
T3158,125.61,138,570,Corporate,2025-07-23
T3193,214.54,138,642,Corporate,2025-07-23
T3317,543.2,138,330,Retail,2025-07-23
T3440,583.81,138,618,SME,2025-07-23
T3738,1001.29,138,395,Retail,2025-07-23
T4909,222.26,138,766,Corporate,2025-07-23
T0112,132.96,137,344,SME,2025-07-24
T0688,115.68,137,701,Corporate,2025-07-24
T0749,139.18,137,586,SME,2025-07-24
T0859,400.57,137,466,SME,2025-07-24
T0908,98.17,137,754,Corporate,2025-07-24
T1034,193.26,137,381,Corporate,2025-07-24
T1183,627.47,137,577,Retail,2025-07-24
T1361,61.25,137,500,Retail,2025-07-24
T1433,154.93,137,508,SME,2025-07-24
T1770,192.24,137,838,Retail,2025-07-24
T1922,142.82,137,847,Retail,2025-07-24
T2705,629.54,137,419,Retail,2025-07-24
T2739,140.6,137,434,SME,2025-07-24
T3306,239.03,137,541,Retail,2025-07-24
T3483,122.77,137,846,SME,2025-07-24
T3576,744.19,137,840,Corporate,2025-07-24
T3668,241.1,137,797,SME,2025-07-24
T3690,46.82,137,692,Retail,2025-07-24
T3938,536.72,137,460,Retail,2025-07-24
T4001,807.7,137,560,SME,2025-07-24
T4050,1612.9,137,443,SME,2025-07-24
T4183,104.99,137,596,SME,2025-07-24
T4274,822.69,137,314,SME,2025-07-24
T4380,229.5,137,315,Retail,2025-07-24
T4383,232.54,137,396,Corporate,2025-07-24
T4446,1420.84,137,342,Retail,2025-07-24
T4923,474.42,137,552,Corporate,2025-07-24
T0149,296.34,136,813,SME,2025-07-25
T0550,100.89,136,714,SME,2025-07-25
T0577,107.61,136,538,Corporate,2025-07-25
T0656,46.74,136,667,Corporate,2025-07-25
T1344,196.09,136,479,Retail,2025-07-25
T1855,164.28,136,650,SME,2025-07-25
T2146,181.15,136,432,Retail,2025-07-25
T2192,104.99,136,540,SME,2025-07-25
T2354,482.64,136,345,SME,2025-07-25
T2683,63.57,136,396,Retail,2025-07-25
T2895,109.21,136,422,Retail,2025-07-25
T3372,210.79,136,564,Retail,2025-07-25
T3492,92.64,136,668,SME,2025-07-25
T3501,68.87,136,798,Retail,2025-07-25
T3891,359.59,136,510,SME,2025-07-25
T4249,100.41,136,395,Retail,2025-07-25
T4374,192.0,136,398,SME,2025-07-25
T4419,159.19,136,755,Corporate,2025-07-25
T4828,51.5,136,533,Corporate,2025-07-25
T4993,332.72,136,541,Retail,2025-07-25
T0304,349.66,135,566,Retail,2025-07-26
T2393,306.79,135,545,Retail,2025-07-26
T3799,113.73,135,513,SME,2025-07-26
T4882,147.33,135,729,Retail,2025-07-26
T3457,205.39,134,438,Corporate,2025-07-27
T3851,1015.63,134,774,Corporate,2025-07-27
T4273,360.6,134,504,Retail,2025-07-27
T0123,401.3,133,440,Corporate,2025-07-28
T0175,41.22,133,448,SME,2025-07-28
T0250,206.0,133,346,SME,2025-07-28
T0615,84.21,133,300,Retail,2025-07-28
T0693,1337.14,133,836,Retail,2025-07-28
T0729,634.86,133,809,Retail,2025-07-28
T0830,1097.09,133,475,Corporate,2025-07-28
T1006,113.59,133,809,SME,2025-07-28
T1242,136.23,133,525,SME,2025-07-28
T1397,681.05,133,669,Corporate,2025-07-28
T1486,107.05,133,369,SME,2025-07-28
T1821,159.98,133,570,Corporate,2025-07-28
T1987,149.16,133,617,SME,2025-07-28
T2255,131.04,133,789,SME,2025-07-28
T2345,156.19,133,563,Corporate,2025-07-28
T2387,165.77,133,501,SME,2025-07-28
T2637,401.72,133,330,Retail,2025-07-28
T2735,458.33,133,314,Retail,2025-07-28
T2756,175.57,133,691,Retail,2025-07-28
T3232,108.85,133,802,SME,2025-07-28
T3290,228.6,133,717,Retail,2025-07-28
T3443,499.84,133,524,Retail,2025-07-28
T3484,232.01,133,834,Retail,2025-07-28
T3630,311.89,133,349,Corporate,2025-07-28
T3677,101.19,133,807,SME,2025-07-28
T3706,3088.62,133,831,SME,2025-07-28
T3930,568.81,133,669,Retail,2025-07-28
T3966,199.53,133,388,Retail,2025-07-28
T4000,131.34,133,548,SME,2025-07-28
T4078,515.01,133,342,SME,2025-07-28
T4178,786.26,133,839,Corporate,2025-07-28
T4211,79.78,133,822,Corporate,2025-07-28
T4342,43.13,133,834,Corporate,2025-07-28
T4370,324.73,133,780,Retail,2025-07-28
T4412,240.41,133,797,Corporate,2025-07-28
T4481,489.65,133,519,Corporate,2025-07-28
T4979,320.03,133,658,SME,2025-07-28
T4992,160.75,133,555,Corporate,2025-07-28
T0248,278.57,132,610,Corporate,2025-07-29
T0354,241.27,132,801,Corporate,2025-07-29
T0375,423.68,132,820,Retail,2025-07-29
T0387,299.17,132,769,SME,2025-07-29
T0543,381.36,132,567,SME,2025-07-29
T0588,475.05,132,693,Retail,2025-07-29
T0677,1507.92,132,786,Corporate,2025-07-29
T0682,76.66,132,375,SME,2025-07-29
T0794,321.67,132,772,Corporate,2025-07-29
T1082,10.0,132,474,SME,2025-07-29
T1150,93.66,132,371,Corporate,2025-07-29
T1299,159.34,132,588,Retail,2025-07-29
T1461,222.96,132,349,SME,2025-07-29
T1723,197.93,132,566,Corporate,2025-07-29
T2133,239.14,132,739,Retail,2025-07-29
T2276,220.96,132,723,Retail,2025-07-29
T2475,306.42,132,842,Corporate,2025-07-29
T2754,126.41,132,675,SME,2025-07-29
T2828,909.31,132,662,Corporate,2025-07-29
T2979,4131.39,132,706,Retail,2025-07-29
T3033,96.16,132,755,Corporate,2025-07-29
T3214,1718.08,132,745,Corporate,2025-07-29
T3321,129.81,132,631,Retail,2025-07-29
T3375,101.31,132,834,SME,2025-07-29
T3854,144.92,132,511,Retail,2025-07-29
T4067,89.71,132,362,SME,2025-07-29
T4097,296.76,132,615,Retail,2025-07-29
T4102,527.34,132,828,SME,2025-07-29
T4115,142.04,132,657,Retail,2025-07-29
T4139,92.53,132,539,Retail,2025-07-29
T4166,113.14,132,735,SME,2025-07-29
T4194,905.73,132,329,Retail,2025-07-29
T4399,301.22,132,818,Corporate,2025-07-29
T0060,148.16,131,693,SME,2025-07-30
T0180,32.47,131,832,Corporate,2025-07-30
T0456,2682.12,131,346,Corporate,2025-07-30
T0707,63.55,131,683,Corporate,2025-07-30
T0801,426.3,131,674,SME,2025-07-30
T0884,541.41,131,459,SME,2025-07-30
T1767,339.34,131,739,Corporate,2025-07-30
T1817,205.92,131,322,SME,2025-07-30
T1856,156.55,131,322,SME,2025-07-30
T2157,736.1,131,731,SME,2025-07-30
T2379,67.56,131,603,SME,2025-07-30
T2769,189.29,131,746,Retail,2025-07-30
T2821,235.79,131,502,Retail,2025-07-30
T2974,942.65,131,757,Retail,2025-07-30
T2999,118.43,131,550,Corporate,2025-07-30
T3320,13.35,131,614,Retail,2025-07-30
T3859,528.68,131,734,Retail,2025-07-30
T4235,221.36,131,368,SME,2025-07-30
T4426,203.28,131,391,SME,2025-07-30
T4932,334.04,131,330,Corporate,2025-07-30
T0411,503.5,130,678,SME,2025-07-31
T0537,112.81,130,433,Retail,2025-07-31
T0602,149.92,130,844,SME,2025-07-31
T0740,335.24,130,572,Retail,2025-07-31
T0867,393.58,130,303,SME,2025-07-31
T0870,339.02,130,680,Corporate,2025-07-31
T0922,529.7,130,556,SME,2025-07-31
T1005,2675.58,130,432,Corporate,2025-07-31
T1030,59.58,130,755,Corporate,2025-07-31
T1250,545.88,130,842,SME,2025-07-31
T1270,74.1,130,312,Corporate,2025-07-31
T1473,821.15,130,547,Retail,2025-07-31
T1808,245.68,130,315,Retail,2025-07-31
T2126,75.04,130,307,Corporate,2025-07-31
T2239,264.85,130,456,Corporate,2025-07-31
T2582,71.68,130,635,SME,2025-07-31
T2686,472.51,130,353,Corporate,2025-07-31
T3262,198.26,130,365,Retail,2025-07-31
T3328,610.15,130,688,Corporate,2025-07-31
T3339,142.97,130,470,SME,2025-07-31
T3376,135.47,130,386,Corporate,2025-07-31
T3620,82.48,130,778,Retail,2025-07-31
T3657,154.2,130,444,SME,2025-07-31
T3683,118.12,130,537,Corporate,2025-07-31
T3963,590.15,130,504,Retail,2025-07-31
T4025,135.5,130,501,Corporate,2025-07-31
T4176,86.35,130,480,Retail,2025-07-31
T4190,203.18,130,609,Retail,2025-07-31
T4369,461.65,130,579,Retail,2025-07-31
T4594,220.99,130,347,SME,2025-07-31
T4607,218.51,130,536,Corporate,2025-07-31
T4759,13.06,130,844,Corporate,2025-07-31
T0840,669.63,129,624,SME,2025-08-01
T0841,1333.39,129,771,SME,2025-08-01
T1159,694.04,129,690,Retail,2025-08-01
T1551,675.83,129,588,Corporate,2025-08-01
T1843,152.82,129,593,Retail,2025-08-01
T2118,802.49,129,409,Corporate,2025-08-01
T2139,99.01,129,642,SME,2025-08-01
T2166,146.69,129,531,Retail,2025-08-01
T2953,76.83,129,596,Retail,2025-08-01
T2965,664.67,129,339,Corporate,2025-08-01
T3229,454.36,129,847,SME,2025-08-01
T3354,391.22,129,669,Retail,2025-08-01
T3539,660.13,129,635,Corporate,2025-08-01
T4227,26.45,129,482,Corporate,2025-08-01
T4242,326.28,129,508,Corporate,2025-08-01
T4313,177.72,129,736,Corporate,2025-08-01
T4391,153.86,129,315,Corporate,2025-08-01
T4414,265.37,129,519,Retail,2025-08-01
T4813,260.13,129,575,Corporate,2025-08-01
T4878,177.35,129,815,Retail,2025-08-01
T4890,1011.31,129,435,Corporate,2025-08-01
T4924,647.1,129,475,Retail,2025-08-01
T1442,228.94,128,467,SME,2025-08-02
T1722,206.26,128,321,Retail,2025-08-02
T2278,294.92,128,415,Corporate,2025-08-02
T2832,166.14,128,700,Retail,2025-08-02
T4005,413.32,128,807,SME,2025-08-02
T4165,194.0,128,343,SME,2025-08-02
T4767,158.12,128,776,Corporate,2025-08-02
T2152,331.18,127,682,SME,2025-08-03
T0095,306.45,126,381,SME,2025-08-04
T0432,677.53,126,538,SME,2025-08-04
T0553,63.5,126,671,Retail,2025-08-04
T0694,24.18,126,310,Retail,2025-08-04
T0852,129.44,126,517,Corporate,2025-08-04
T0983,224.28,126,832,Corporate,2025-08-04
T1385,151.74,126,325,Retail,2025-08-04
T1399,519.04,126,417,Retail,2025-08-04
T1469,2891.14,126,763,Corporate,2025-08-04
T1579,465.81,126,307,Retail,2025-08-04
T1824,198.64,126,596,SME,2025-08-04
T1925,712.09,126,318,Corporate,2025-08-04
T2155,294.73,126,335,Corporate,2025-08-04
T2213,256.54,126,751,Corporate,2025-08-04
T2223,184.42,126,776,SME,2025-08-04
T2296,617.81,126,719,Retail,2025-08-04
T2321,312.57,126,561,Corporate,2025-08-04
T2468,762.39,126,428,Corporate,2025-08-04
T2555,49.95,126,541,SME,2025-08-04
T2947,114.95,126,465,Corporate,2025-08-04
T3016,97.3,126,386,Retail,2025-08-04
T3122,106.61,126,435,Retail,2025-08-04
T3143,71.73,126,481,SME,2025-08-04
T3382,169.84,126,827,Retail,2025-08-04
T3565,754.25,126,772,Corporate,2025-08-04
T3817,196.9,126,403,SME,2025-08-04
T3838,324.89,126,832,SME,2025-08-04
T3964,454.87,126,705,Corporate,2025-08-04
T3978,385.74,126,673,Corporate,2025-08-04
T4055,1513.64,126,795,SME,2025-08-04
T4246,839.06,126,841,SME,2025-08-04
T4252,513.13,126,342,SME,2025-08-04
T4552,114.8,126,445,Retail,2025-08-04
T4936,481.41,126,407,Corporate,2025-08-04
T0037,1248.43,125,635,Retail,2025-08-05
T0218,402.07,125,765,SME,2025-08-05
T0401,944.93,125,770,Corporate,2025-08-05
T0586,155.82,125,475,Retail,2025-08-05
T0684,112.03,125,466,SME,2025-08-05
T0977,654.49,125,842,Retail,2025-08-05
T1422,424.11,125,652,Retail,2025-08-05
T1447,112.73,125,433,Corporate,2025-08-05
T1678,296.45,125,758,Retail,2025-08-05
T1734,148.14,125,627,Corporate,2025-08-05
T1883,78.31,125,350,Retail,2025-08-05
T2181,72.66,125,317,Corporate,2025-08-05
T2243,220.22,125,832,Retail,2025-08-05
T2434,190.63,125,339,SME,2025-08-05
T2962,473.25,125,695,Retail,2025-08-05
T3000,83.23,125,735,SME,2025-08-05
T3100,1551.03,125,682,Corporate,2025-08-05
T3363,414.14,125,632,Corporate,2025-08-05
T3591,98.34,125,326,SME,2025-08-05
T3704,143.45,125,583,SME,2025-08-05
T3743,521.7,125,800,SME,2025-08-05
T3752,180.75,125,768,Corporate,2025-08-05
T4112,128.27,125,755,SME,2025-08-05
T4386,227.72,125,344,SME,2025-08-05
T4783,422.74,125,636,Corporate,2025-08-05
T4967,3644.11,125,821,Retail,2025-08-05
T0151,214.21,124,600,Retail,2025-08-06
T0236,58.78,124,471,Corporate,2025-08-06
T0323,439.08,124,797,Corporate,2025-08-06
T0435,334.5,124,850,Retail,2025-08-06
T0515,321.5,124,639,Retail,2025-08-06
T0936,71.34,124,487,Retail,2025-08-06
T1045,479.99,124,639,SME,2025-08-06
T1061,1072.92,124,827,SME,2025-08-06
T1140,227.76,124,555,Retail,2025-08-06
T1171,271.9,124,647,Retail,2025-08-06
T1289,175.48,124,718,Corporate,2025-08-06
T1342,1254.06,124,402,SME,2025-08-06
T1387,931.11,124,761,Corporate,2025-08-06
T1599,1216.19,124,769,Retail,2025-08-06
T1620,603.21,124,837,SME,2025-08-06
T1713,1183.2,124,830,Corporate,2025-08-06
T1787,292.04,124,454,Corporate,2025-08-06
T1813,137.91,124,704,Retail,2025-08-06
T2008,1558.28,124,758,Retail,2025-08-06
T2198,596.95,124,527,Retail,2025-08-06
T3026,311.88,124,522,Retail,2025-08-06
T3129,230.03,124,748,SME,2025-08-06
T3316,2431.68,124,397,Retail,2025-08-06
T3549,238.59,124,576,SME,2025-08-06
T3934,665.78,124,743,Retail,2025-08-06
T4085,473.11,124,724,SME,2025-08-06
T4090,110.19,124,601,SME,2025-08-06
T4428,77.67,124,352,Corporate,2025-08-06
T4927,395.37,124,589,Retail,2025-08-06
T0189,41.25,123,515,Retail,2025-08-07
T0382,101.27,123,715,SME,2025-08-07
T0450,697.39,123,844,SME,2025-08-07
T0464,549.98,123,413,Retail,2025-08-07
T0640,1250.03,123,403,SME,2025-08-07
T0647,71.14,123,303,Corporate,2025-08-07
T0803,78.29,123,621,Retail,2025-08-07
T1084,210.63,123,648,Corporate,2025-08-07
